,caseid,task,user,start_timestamp,end_timestamp,l1,l2,l3,city1,city2,city3,city4,city5,snap1,snap2,snap3,snap4,snap5
3231,Case32,Round Grinding,ID4385,2012-02-19 16:07:00,2012-02-19 20:23:00,94,46,0,0,3,14,26,79,17,44,57,68,94
3232,Case32,Laser Marking,ID0998,2012-02-19 17:58:00,2012-02-19 18:38:00,95,49,0,0,3,15,26,80,19,43,58,69,95
3233,Case32,Lapping,ID4882,2012-02-19 21:23:00,2012-02-19 22:55:00,98,42,2,0,3,16,26,82,24,44,60,72,98
3234,Case32,Lapping,ID0998,2012-02-19 21:29:00,2012-02-20 00:10:00,98,42,7,0,3,16,26,82,25,44,60,72,98
3235,Case32,Round Grinding,ID4385,2012-02-19 21:49:00,2012-02-20 00:59:00,98,47,8,0,4,17,27,82,26,45,61,72,98
3236,Case32,Round Grinding,ID4872,2012-02-20 01:13:00,2012-02-20 06:44:00,99,48,27,0,4,16,27,85,30,47,63,74,99
3237,Case32,Round Grinding,ID4445,2012-02-20 06:57:00,2012-02-20 13:52:00,99,49,31,0,3,16,27,83,30,48,63,74,99
3238,Case32,Final Inspection Q.C.,ID4493,2012-02-20 14:02:00,2012-02-20 21:15:00,99,60,20,0,3,16,27,83,29,48,64,74,99
3239,Case32,Round Grinding,ID4385,2012-02-20 14:08:00,2012-02-20 21:05:00,99,49,2,0,3,16,27,83,29,48,64,74,99
3240,Case32,Round Grinding,ID4385,2012-02-20 21:06:00,2012-02-20 22:50:00,101,49,7,0,1,15,29,85,29,50,65,76,101
3241,Case32,Round Grinding,ID0420,2012-02-20 23:05:00,2012-02-21 00:50:00,101,49,31,0,1,16,29,85,28,50,65,76,101
3242,Case32,Round Grinding,ID4872,2012-02-21 01:43:00,2012-02-21 04:53:00,102,49,31,0,1,16,29,86,29,51,66,77,102
3243,Case32,Round Grinding,ID4445,2012-02-21 04:54:00,2012-02-21 13:47:00,103,49,31,0,1,16,29,87,30,52,67,78,103
3244,Case32,Packing,ID4820,2012-02-21 07:00:00,2012-02-21 08:00:00,103,50,6,0,0,16,29,87,30,52,67,78,103
3245,Case32,Lapping,ID4882,2012-02-21 07:00:00,2012-02-21 08:15:00,103,45,0,0,0,16,29,87,30,52,67,78,103
3246,Case32,Round Grinding,ID0420,2012-02-21 14:18:00,2012-02-22 01:08:00,106,49,1,0,0,18,29,90,35,54,70,81,106
3247,Case32,Lapping,ID0998,2012-02-21 16:14:00,2012-02-21 18:44:00,106,46,3,0,0,19,30,90,34,54,71,80,106
3248,Case32,Final Inspection Q.C.,ID4493,2012-02-21 17:00:00,2012-02-21 18:14:00,106,65,0,0,0,19,30,90,34,54,71,80,106
3249,Case32,Round Grinding,ID4445,2012-02-22 03:04:00,2012-02-22 13:56:00,108,50,2,0,0,19,29,92,36,56,74,81,108
3250,Case32,Final Inspection Q.C.,ID4493,2012-02-22 13:45:00,2012-02-22 17:45:00,108,68,2,0,0,17,29,92,30,51,74,80,108
3251,Case32,Round Grinding,ID0420,2012-02-22 14:03:00,2012-02-22 14:13:00,109,52,2,0,0,17,29,93,29,52,75,81,109
3252,Case32,Round Grinding,ID4385,2012-02-22 15:29:00,2012-02-22 22:24:00,110,52,7,0,0,17,29,94,28,53,76,82,110
3253,Case32,Round Grinding,ID4385,2012-02-22 22:26:00,2012-02-22 23:01:00,110,52,33,0,0,16,29,94,27,53,77,82,110
3254,Case32,Round Grinding,ID4355,2012-02-22 23:08:00,2012-02-22 23:47:00,110,52,33,0,0,16,29,94,27,53,77,82,110
3255,Case32,Final Inspection Q.C.,ID4493,2012-02-23 14:00:00,2012-02-23 15:27:00,111,69,22,0,0,15,27,93,27,54,77,83,111
3256,Case32,Packing,ID4820,2012-02-24 07:00:00,2012-02-24 08:00:00,114,67,8,0,0,15,28,88,27,59,78,87,113
3257,Case32,Packing,ID4820,2012-02-24 07:00:00,2012-02-24 08:00:00,114,67,9,0,0,15,28,88,27,59,78,87,113
3258,Case33,Turning & Milling,ID4794,2012-02-22 14:23:00,2012-02-22 19:11:00,0,0,0,0,0,0,0,0,0,0,0,0,0
3259,Case33,Turning & Milling Q.C.,ID4618,2012-02-22 19:12:00,2012-02-22 19:41:00,16,1,1,2,4,4,7,8,16,16,16,16,16
3260,Case33,Turning & Milling,ID4794,2012-02-22 19:12:00,2012-02-22 21:07:00,16,4,0,2,4,4,7,8,16,16,16,16,16
3261,Case33,Turning & Milling,ID4794,2012-02-22 21:07:00,2012-02-22 22:58:00,17,4,0,2,4,4,7,8,17,17,17,17,17
3262,Case33,Turning & Milling,ID4167,2012-02-23 01:13:00,2012-02-23 06:44:00,21,4,3,1,6,7,9,11,21,21,21,21,21
3263,Case33,Turning & Milling,ID4529,2012-02-23 06:49:00,2012-02-23 08:21:00,23,5,5,2,8,8,11,13,23,23,23,23,23
3264,Case33,Turning & Milling Q.C.,ID4618,2012-02-23 14:37:00,2012-02-23 14:38:00,27,4,4,2,10,12,14,16,27,27,27,27,27
3265,Case33,Turning & Milling Q.C.,ID4618,2012-02-26 18:10:00,2012-02-26 18:11:00,36,8,1,0,9,14,16,18,14,36,36,36,36
3266,Case33,Flat Grinding,ID0998,2012-02-29 16:36:00,2012-02-29 17:14:00,52,4,1,1,10,24,27,32,25,39,52,52,52
3267,Case33,Turning & Milling Q.C.,ID4618,2012-03-08 16:13:00,2012-03-08 17:29:00,81,33,0,0,8,19,42,55,26,50,66,81,81
3268,Case33,Laser Marking,ID0998,2012-03-08 17:57:00,2012-03-08 18:24:00,81,25,0,0,9,19,42,55,26,50,66,81,81
3269,Case33,Lapping,ID0998,2012-03-08 18:33:00,2012-03-08 20:30:00,81,25,3,0,10,19,42,55,25,50,65,80,81
3270,Case33,Round Grinding,ID4445,2012-03-12 17:58:00,2012-03-12 20:32:00,86,25,3,0,5,17,29,58,21,43,58,76,86
3271,Case33,Round Grinding,ID4445,2012-03-12 20:33:00,2012-03-13 00:38:00,86,25,16,0,5,18,29,58,20,44,58,76,86
3272,Case33,Round Grinding,ID4385,2012-03-13 01:17:00,2012-03-13 02:13:00,87,25,18,0,5,19,29,59,22,44,59,76,87
3273,Case33,Packing,ID4820,2012-03-16 07:00:00,2012-03-16 08:00:00,103,47,5,0,4,18,29,72,30,54,75,78,103
3274,Case33,Packing,ID4820,2012-03-16 07:00:00,2012-03-16 08:00:00,103,47,1,0,4,18,29,72,30,54,75,78,103
3275,Case33,Final Inspection Q.C.,ID4618,2012-03-16 14:49:00,2012-03-16 16:04:00,103,53,2,0,3,16,29,72,25,54,74,78,103
3276,Case34,Turning & Milling,ID4132,2012-01-29 16:02:00,2012-01-30 00:43:00,0,0,0,0,0,0,0,0,0,0,0,0,0
3277,Case34,Turning & Milling,ID3846,2012-01-30 00:59:00,2012-01-30 02:54:00,14,3,2,1,4,5,7,14,14,14,14,14,14
3278,Case34,Turning & Milling,ID3846,2012-01-30 02:54:00,2012-01-30 06:45:00,14,3,2,1,3,5,7,14,14,14,14,14,14
3279,Case34,Turning & Milling,ID4932,2012-01-30 06:46:00,2012-01-30 13:44:00,15,5,2,2,4,6,8,15,15,15,15,15,15
3280,Case34,Turning & Milling,ID4132,2012-01-30 14:02:00,2012-01-30 15:06:00,21,5,3,2,5,8,12,21,21,21,21,21,21
3281,Case34,Turning & Milling Q.C.,ID4287,2012-01-30 14:04:00,2012-01-30 17:00:00,21,6,3,2,5,8,12,21,21,21,21,21,21
3282,Case34,Laser Marking,ID0998,2012-02-01 16:20:00,2012-02-01 16:54:00,43,7,5,2,16,22,29,43,24,43,43,43,43
3283,Case34,Lapping,ID0998,2012-02-01 18:18:00,2012-02-01 18:20:00,44,8,2,2,15,22,29,44,25,44,44,44,44
3284,Case34,Lapping,ID0998,2012-02-01 18:21:00,2012-02-01 20:52:00,44,8,1,2,15,22,29,44,25,44,44,44,44
3285,Case34,Round Grinding,ID4872,2012-02-01 18:30:00,2012-02-01 18:41:00,45,8,2,2,16,23,30,45,26,45,45,45,45
3286,Case34,Round Grinding,ID4872,2012-02-01 21:12:00,2012-02-01 21:46:00,46,9,3,2,16,23,30,46,26,46,46,46,46
3287,Case34,Round Grinding,ID4528,2012-02-01 23:10:00,2012-02-02 00:26:00,46,9,4,2,17,23,30,46,23,46,46,46,46
3288,Case34,Round Grinding,ID4528,2012-02-02 00:27:00,2012-02-02 01:18:00,46,9,4,2,17,23,30,46,23,46,46,46,46
3289,Case34,Final Inspection Q.C.,ID4287,2012-02-02 22:30:00,2012-02-02 23:04:00,51,15,4,1,19,25,33,50,22,51,51,51,51
3290,Case34,Packing,ID4820,2012-02-05 07:00:00,2012-02-05 08:00:00,53,12,1,0,9,24,31,49,2,40,53,53,53
3291,Case34,Final Inspection Q.C.,ID4287,2012-02-05 16:00:00,2012-02-05 22:00:00,53,16,2,0,11,23,31,49,11,38,53,53,53
3292,Case34,Round Grinding,ID4528,2012-02-19 21:38:00,2012-02-19 22:59:00,89,39,1,0,7,16,33,74,26,45,61,72,89
3293,Case34,Round Grinding,ID4528,2012-02-19 23:00:00,2012-02-20 00:51:00,89,40,5,0,7,16,34,73,27,44,60,72,89
3294,Case34,Round Grinding,ID4528,2012-02-20 14:11:00,2012-02-20 17:42:00,90,41,27,0,8,17,33,75,29,48,64,74,90
3295,Case34,Final Inspection Q.C.,ID4493,2012-02-21 18:07:00,2012-02-21 22:07:00,97,55,17,0,8,15,31,82,33,54,71,80,97
3296,Case34,Packing,ID4820,2012-02-22 07:00:00,2012-02-22 08:00:00,99,52,4,0,6,15,30,84,36,56,74,81,99
3297,Case35,Turning & Milling,ID4429,2012-02-27 23:27:00,2012-02-28 06:43:00,0,0,0,0,0,0,0,0,0,0,0,0,0
3298,Case35,Turning & Milling,ID4794,2012-02-28 10:57:00,2012-02-28 13:56:00,15,5,3,2,3,7,7,9,15,15,15,15,15
3299,Case35,Turning & Milling,ID4529,2012-02-28 14:01:00,2012-02-28 23:10:00,15,5,1,2,3,7,7,9,15,15,15,15,15
3300,Case35,Turning & Milling,ID4429,2012-02-28 22:48:00,2012-02-29 06:40:00,21,5,2,4,6,11,11,13,21,21,21,21,21
3301,Case35,Turning & Milling Q.C.,ID4163,2012-02-29 18:30:00,2012-02-29 19:50:00,29,7,4,3,9,15,15,18,26,29,29,29,29
3302,Case35,Turning & Milling Q.C.,ID4163,2012-02-29 18:50:00,2012-02-29 19:50:00,29,7,0,3,9,15,15,18,26,29,29,29,29
3303,Case35,Laser Marking,ID4445,2012-02-29 22:11:00,2012-02-29 22:19:00,29,5,0,3,8,15,15,18,25,29,29,29,29
3304,Case35,Lapping,ID0998,2012-03-12 15:16:00,2012-03-12 23:21:00,71,27,6,1,6,20,42,51,21,45,58,71,71
3305,Case35,Lapping,ID0420,2012-03-21 23:05:00,2012-03-21 23:40:00,103,43,11,1,2,17,28,79,29,50,73,89,103
3306,Case35,Round Grinding,ID4355,2012-03-22 04:55:00,2012-03-22 08:05:00,103,30,9,1,2,17,28,79,29,50,73,89,103
3307,Case35,Round Grinding,ID4445,2012-03-22 08:10:00,2012-03-22 13:49:00,104,30,20,1,3,18,28,80,32,53,75,88,104
3308,Case35,Round Grinding,ID4385,2012-03-22 14:02:00,2012-03-22 17:43:00,105,30,20,1,3,17,28,81,32,54,76,89,105
3309,Case35,Final Inspection Q.C.,ID4163,2012-03-26 17:00:00,2012-03-26 19:20:00,113,65,17,1,3,8,22,83,25,42,68,86,113
3310,Case35,Final Inspection Q.C.,ID4163,2012-03-26 23:30:00,2012-03-27 02:00:00,113,66,10,1,3,8,21,83,26,43,67,86,113
3311,Case35,Packing,ID4820,2012-03-27 08:00:00,2012-03-27 09:00:00,114,62,18,1,3,8,22,84,26,42,68,87,114
3312,Case35,Final Inspection Q.C.,ID4163,2012-03-27 17:30:00,2012-03-27 18:30:00,115,67,16,1,3,7,22,85,24,43,70,87,115
3313,Case36,Turning & Milling,ID4529,2012-03-12 15:14:00,2012-03-12 20:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0
3314,Case36,Turning & Milling,ID4429,2012-03-13 02:46:00,2012-03-13 06:36:00,22,2,2,4,5,8,13,17,22,22,22,22,22
3315,Case36,Turning & Milling,ID4932,2012-03-13 07:15:00,2012-03-13 08:30:00,24,3,2,5,7,10,15,19,24,24,24,24,24
3316,Case36,Turning & Milling,ID4932,2012-03-13 07:16:00,2012-03-13 08:38:00,24,3,2,5,7,10,15,19,24,24,24,24,24
3317,Case36,Turning & Milling Q.C.,ID4493,2012-03-13 13:50:00,2012-03-13 15:08:00,24,5,1,5,7,10,15,19,24,24,24,24,24
3318,Case36,Turning & Milling,ID4529,2012-03-13 14:25:00,2012-03-13 16:13:00,25,3,1,5,7,10,15,20,25,25,25,25,25
3319,Case36,Turning & Milling,ID4529,2012-03-13 21:56:00,2012-03-13 23:07:00,30,5,1,4,9,13,18,25,25,30,30,30,30
3320,Case36,Turning & Milling,ID4429,2012-03-14 00:55:00,2012-03-14 03:14:00,34,5,2,4,9,13,18,26,25,34,34,34,34
3321,Case36,Turning & Milling,ID4932,2012-03-14 03:16:00,2012-03-14 08:57:00,35,5,2,4,10,14,18,27,25,35,35,35,35
3322,Case36,Turning & Milling Q.C.,ID4493,2012-03-14 15:12:00,2012-03-14 16:27:00,37,8,4,2,12,16,21,29,24,37,37,37,37
3323,Case36,Laser Marking,ID0998,2012-03-14 16:43:00,2012-03-14 17:58:00,37,8,3,2,12,16,21,29,22,37,37,37,37
3324,Case36,Lapping,ID4882,2012-03-27 08:00:00,2012-03-27 09:15:00,87,31,9,1,4,22,53,65,27,43,69,87,87
3325,Case36,Lapping,ID0998,2012-03-28 00:05:00,2012-03-28 02:19:00,88,34,5,1,4,20,47,63,22,41,70,87,88
3326,Case36,Round Grinding,ID4385,2012-03-28 04:22:00,2012-03-28 07:41:00,89,25,8,1,3,20,46,64,23,42,71,88,89
3327,Case36,Round Grinding,ID4385,2012-03-28 07:41:00,2012-03-28 15:07:00,89,25,17,0,3,20,46,64,24,43,69,88,89
3328,Case36,Round Grinding,ID4445,2012-03-28 15:08:00,2012-03-28 18:52:00,92,26,18,0,3,19,45,65,27,48,74,91,92
3329,Case36,Round Grinding,ID4445,2012-03-28 21:03:00,2012-03-28 21:55:00,93,26,18,0,3,19,46,66,30,48,75,91,93
3330,Case36,Round Grinding,ID4445,2012-03-28 21:55:00,2012-03-29 01:46:00,93,27,18,0,3,19,46,66,29,48,75,91,93
3331,Case36,Round Grinding,ID4385,2012-03-29 04:18:00,2012-03-29 06:23:00,93,28,19,0,3,19,43,66,31,48,73,91,93
3332,Case36,Round Grinding,ID4385,2012-03-29 06:24:00,2012-03-29 07:07:00,93,28,19,0,3,19,43,66,31,48,73,91,93
3333,Case36,Round Grinding,ID4385,2012-03-30 05:09:00,2012-03-30 07:54:00,97,31,21,0,3,15,40,71,27,55,74,92,97
3334,Case36,Grinding Rework,ID4528,2012-03-30 06:20:00,2012-03-30 07:45:00,97,17,4,0,3,15,40,71,27,55,74,92,97
3335,Case36,Grinding Rework,ID4872,2012-03-30 15:00:00,2012-03-30 19:45:00,101,17,0,0,1,13,38,74,34,58,76,92,101
3336,Case37,Turning & Milling,ID0997,2012-01-30 16:47:00,2012-01-30 21:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0
3337,Case37,Turning,ID4641,2012-01-30 17:20:00,2012-01-30 21:19:00,3,0,0,1,1,1,2,3,3,3,3,3,3
3338,Case37,Turning & Milling,ID0997,2012-01-30 21:47:00,2012-01-31 01:02:00,11,1,0,4,5,5,7,11,11,11,11,11,11
3339,Case37,Turning & Milling,ID4794,2012-01-31 03:04:00,2012-01-31 13:45:00,18,4,0,4,5,7,13,18,18,18,18,18,18
3340,Case37,Turning & Milling,ID4783,2012-01-31 14:00:00,2012-02-01 01:00:00,22,4,3,6,6,9,16,22,22,22,22,22,22
3341,Case37,Turning & Milling,ID0997,2012-02-01 14:00:00,2012-02-01 23:39:00,32,9,5,4,13,17,23,32,25,32,32,32,32
3342,Case37,Turning & Milling,ID0997,2012-02-01 23:39:00,2012-02-02 00:57:00,36,11,7,7,15,19,25,36,23,36,36,36,36
3343,Case37,Turning & Milling,ID4932,2012-02-02 04:19:00,2012-02-02 10:48:00,37,12,9,4,16,20,26,36,24,37,37,37,37
3344,Case37,Flat Grinding,ID0998,2012-02-03 15:00:00,2012-02-03 17:00:00,43,3,0,2,19,23,29,40,20,43,43,43,43
3345,Case37,Turning & Milling Q.C.,ID4618,2012-02-06 14:41:00,2012-02-06 14:42:00,45,19,0,3,13,23,26,40,21,34,45,45,45
3346,Case37,Round Grinding,ID0420,2012-02-12 07:00:00,2012-02-12 12:00:00,63,24,0,0,4,19,37,54,6,38,52,63,63
3347,Case37,Lapping,ID0998,2012-02-12 19:06:00,2012-02-12 22:26:00,65,21,0,0,5,19,40,56,15,37,53,65,65
3348,Case37,Round Grinding,ID4385,2012-02-13 03:00:00,2012-02-13 05:30:00,66,24,2,0,5,19,39,57,18,35,53,66,66
3349,Case37,Round Grinding,ID4385,2012-02-13 05:30:00,2012-02-13 06:30:00,66,25,14,0,5,19,39,57,18,33,53,66,66
3350,Case37,Round Grinding,ID4355,2012-02-13 14:00:00,2012-02-13 16:08:00,68,25,19,2,5,18,40,57,20,36,52,68,68
3351,Case37,Laser Marking,ID4618,2012-02-21 07:00:00,2012-02-21 08:15:00,89,41,4,3,7,16,33,76,31,53,67,78,89
3352,Case37,Round Grinding,ID4618,2012-02-21 07:00:00,2012-02-21 08:15:00,89,40,1,3,7,16,33,76,31,53,67,78,89
3353,Case37,Laser Marking,ID0998,2012-02-21 20:59:00,2012-02-21 21:00:00,93,41,1,3,6,16,34,80,34,54,73,80,93
3354,Case37,Final Inspection Q.C.,ID4618,2012-02-21 23:17:00,2012-02-21 23:34:00,94,58,2,3,7,16,34,81,37,56,74,81,94
3355,Case37,Final Inspection Q.C.,ID4618,2012-02-21 23:18:00,2012-02-21 23:35:00,94,58,2,3,7,16,34,81,37,56,74,81,94
3356,Case37,Packing,ID4820,2012-02-22 07:00:00,2012-02-22 08:00:00,94,48,17,2,7,15,32,81,36,56,74,81,94
3357,Case38,Turning & Milling,ID4167,2012-02-01 18:29:00,2012-02-01 23:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0
3358,Case38,Turning & Milling,ID4429,2012-02-01 23:02:00,2012-02-01 23:43:00,9,1,1,0,3,5,5,8,9,9,9,9,9
3359,Case38,Turning & Milling,ID4932,2012-02-02 02:46:00,2012-02-02 04:18:00,13,5,5,1,6,8,8,12,13,13,13,13,13
3360,Case38,Turning & Milling,ID4932,2012-02-02 04:18:00,2012-02-02 05:56:00,14,6,5,2,7,9,9,13,14,14,14,14,14
3361,Case38,Turning & Milling,ID4932,2012-02-02 05:57:00,2012-02-02 06:38:00,15,6,5,2,7,9,9,14,15,15,15,15,15
3362,Case38,Turning & Milling,ID4932,2012-02-02 06:39:00,2012-02-02 13:44:00,15,6,5,2,7,9,9,14,15,15,15,15,15
3363,Case38,Turning & Milling,ID0997,2012-02-02 15:08:00,2012-02-02 16:13:00,17,6,5,3,8,10,10,16,17,17,17,17,17
3364,Case38,Turning & Milling,ID0997,2012-02-02 15:09:00,2012-02-02 16:23:00,17,6,5,3,8,10,10,16,17,17,17,17,17
3365,Case38,Turning & Milling,ID4167,2012-02-02 16:23:00,2012-02-02 23:08:00,18,7,5,4,9,11,11,18,18,18,18,18,18
3366,Case38,Turning & Milling,ID4429,2012-02-02 23:14:00,2012-02-03 02:44:00,22,7,6,3,10,12,12,21,20,22,22,22,22
3367,Case38,Turning & Milling,ID4932,2012-02-03 02:47:00,2012-02-03 07:06:00,23,8,6,2,11,13,13,22,22,23,23,23,23
3368,Case38,Turning & Milling Q.C.,ID4493,2012-02-05 16:28:00,2012-02-05 18:29:00,26,7,5,1,10,15,15,24,14,26,26,26,26
3369,Case38,Laser Marking,ID0998,2012-02-06 15:20:00,2012-02-06 16:39:00,31,5,2,2,14,18,18,29,22,31,31,31,31
3370,Case38,Lapping,ID4882,2012-03-04 07:00:00,2012-03-04 08:15:00,114,47,13,0,1,2,15,79,5,40,56,82,113
3371,Case38,Lapping,ID0998,2012-03-04 18:34:00,2012-03-04 23:56:00,117,47,7,0,1,2,13,77,15,40,54,85,113
3372,Case38,Round Grinding,ID4385,2012-03-04 23:24:00,2012-03-05 00:56:00,117,49,12,0,1,2,13,77,18,40,53,85,113
3373,Case38,Round Grinding,ID4445,2012-03-05 03:26:00,2012-03-05 14:11:00,117,49,30,0,1,2,13,77,19,40,53,85,113
3374,Case38,Round Grinding,ID4385,2012-03-05 14:10:00,2012-03-05 22:45:00,117,49,33,0,1,2,12,78,21,35,51,84,113
3375,Case38,Final Inspection Q.C.,ID4493,2012-03-09 14:25:00,2012-03-09 19:03:00,130,87,29,1,3,5,7,61,24,51,64,76,122
3376,Case38,Final Inspection Q.C.,ID4493,2012-03-13 23:44:00,2012-03-14 00:44:00,139,94,19,1,1,5,7,52,27,43,64,77,127
3377,Case38,Packing,ID4820,2012-03-14 07:00:00,2012-03-14 08:00:00,140,89,25,1,1,5,7,49,25,44,65,78,128
3378,Case38,Final Inspection Q.C.,ID4493,2012-03-14 13:53:00,2012-03-14 13:54:00,142,94,19,1,1,5,7,49,26,45,67,79,130
3379,Case38,Packing,ID4820,2012-03-28 08:00:00,2012-03-28 09:00:00,173,117,6,0,1,2,5,24,25,44,70,88,117
3380,Case38,Grinding Rework,ID4872,2012-03-28 18:05:00,2012-03-28 19:27:00,175,25,4,0,2,3,6,27,30,49,75,92,119
3381,Case38,Final Inspection Q.C.,ID4493,2012-03-28 18:36:00,2012-03-28 19:51:00,175,128,2,0,2,3,7,27,31,49,75,92,118
3382,Case39,Turning & Milling,ID4641,2012-02-13 14:39:00,2012-02-13 22:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0
3383,Case39,Turning & Milling,ID4641,2012-02-14 14:53:00,2012-02-14 18:01:00,29,5,4,2,3,9,15,22,29,29,29,29,29
3384,Case39,Turning & Milling Q.C.,ID4287,2012-02-14 16:00:00,2012-02-14 17:13:00,29,9,3,3,3,9,15,22,28,29,29,29,29
3385,Case39,Turning & Milling,ID4641,2012-02-14 18:02:00,2012-02-14 21:10:00,31,5,2,3,3,9,15,23,26,31,31,31,31
3386,Case39,Turning & Milling Q.C.,ID4287,2012-02-14 20:20:00,2012-02-14 21:10:00,32,10,3,2,3,9,15,24,25,32,32,32,32
3387,Case39,Turning & Milling,ID4641,2012-02-14 21:10:00,2012-02-14 22:53:00,32,5,2,2,3,9,15,24,24,32,32,32,32
3388,Case39,Turning & Milling,ID4132,2012-02-14 23:23:00,2012-02-15 04:23:00,34,5,2,2,3,9,16,25,26,34,34,34,34
3389,Case39,Turning & Milling,ID4641,2012-02-15 14:49:00,2012-02-15 15:12:00,38,6,5,2,5,11,18,28,26,38,38,38,38
3390,Case39,Turning & Milling,ID4641,2012-02-15 16:47:00,2012-02-15 22:23:00,39,7,6,2,5,11,18,29,25,39,39,39,39
3391,Case39,Turning & Milling Q.C.,ID4287,2012-02-15 18:16:00,2012-02-15 19:50:00,39,11,5,1,5,11,18,29,23,39,39,39,39
3392,Case39,Turning & Milling Q.C.,ID4287,2012-02-16 16:00:00,2012-02-16 17:29:00,42,11,4,1,6,13,20,31,22,42,42,42,42
3393,Case39,Laser Marking,ID0998,2012-02-16 18:04:00,2012-02-16 18:26:00,43,8,1,0,6,13,20,32,22,43,43,43,43
3394,Case39,Round Grinding,ID4287,2012-02-19 22:00:00,2012-02-19 23:07:00,57,19,1,0,8,17,26,42,27,45,57,57,57
3395,Case4,SETUP     Turning & Milling,ID4932,2012-03-14 08:58:00,2012-03-14 12:59:00,0,0,0,0,0,0,0,0,0,0,0,0,0
3396,Case4,Turning & Milling,ID4529,2012-03-14 16:25:00,2012-03-14 22:17:00,11,3,0,1,3,5,5,7,11,11,11,11,11
3397,Case4,Turning & Milling Q.C.,ID4493,2012-03-14 20:22:00,2012-03-14 22:22:00,16,5,0,1,5,8,9,11,16,16,16,16,16
3398,Case4,Turning & Milling,ID4529,2012-03-14 22:19:00,2012-03-14 22:43:00,18,5,1,2,6,9,10,13,18,18,18,18,18
3399,Case4,Turning & Milling,ID4429,2012-03-14 22:54:00,2012-03-15 06:37:00,18,5,1,2,6,9,10,13,18,18,18,18,18
3400,Case4,Turning & Milling,ID4932,2012-03-15 06:38:00,2012-03-15 10:08:00,21,7,5,3,8,11,12,15,21,21,21,21,21
3401,Case4,Turning & Milling Q.C.,ID4493,2012-03-15 15:15:00,2012-03-15 16:16:00,26,9,5,2,10,13,15,19,25,26,26,26,26
3402,Case4,Laser Marking,ID0998,2012-03-15 17:55:00,2012-03-15 17:56:00,28,3,1,3,12,15,17,21,25,28,28,28,28
3403,Case4,Turning & Milling Q.C.,ID4493,2012-03-15 18:02:00,2012-03-15 19:17:00,28,10,0,3,12,15,17,21,25,28,28,28,28
3404,Case4,Laser Marking,ID0998,2012-03-15 18:03:00,2012-03-15 19:18:00,28,3,0,3,12,15,17,21,25,28,28,28,28
3405,Case40,Turning,ID3846,2012-01-31 04:05:00,2012-01-31 06:41:00,0,0,0,0,0,0,0,0,0,0,0,0,0
3406,Case40,Turning,ID4641,2012-01-31 14:17:00,2012-01-31 16:34:00,12,0,0,3,3,5,8,12,12,12,12,12,12
3407,Case40,Turning,ID3846,2012-01-31 23:13:00,2012-01-31 23:39:00,21,0,0,7,9,12,16,21,21,21,21,21,21
3408,Case40,Turning,ID3846,2012-01-31 23:40:00,2012-02-01 00:28:00,21,0,0,7,9,12,16,21,21,21,21,21,21
3409,Case40,Turning,ID3846,2012-02-01 00:29:00,2012-02-01 06:37:00,21,0,0,7,9,12,16,21,21,21,21,21,21
3410,Case40,Turning,ID4932,2012-02-01 06:47:00,2012-02-01 13:43:00,23,0,0,4,10,13,18,23,23,23,23,23,23
3411,Case40,Turning Q.C.,ID4618,2012-02-01 13:55:00,2012-02-01 14:23:00,26,1,0,4,12,15,20,26,25,26,26,26,26
3412,Case40,Flat Grinding,ID4882,2012-02-07 23:50:00,2012-02-08 00:45:00,52,7,0,2,13,30,33,49,21,38,52,52,52
3413,Case40,Laser Marking,ID0998,2012-02-08 16:57:00,2012-02-08 17:21:00,56,18,0,1,10,33,35,54,25,40,56,56,56
3414,Case40,Packing,ID4820,2012-02-14 07:00:00,2012-02-14 08:00:00,68,22,0,2,7,18,43,60,26,41,56,68,68
3415,Case40,Final Inspection Q.C.,ID4618,2012-02-14 18:52:00,2012-02-14 18:53:00,69,30,0,1,9,21,44,61,25,41,58,69,69
3416,Case41,Turning & Milling,ID3846,2012-01-25 14:30:00,2012-01-25 18:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0
3417,Case41,Turning & Milling,ID3846,2012-01-25 18:16:00,2012-01-25 19:20:00,11,3,1,2,4,8,10,11,11,11,11,11,11
3418,Case41,Turning & Milling Q.C.,ID4618,2012-01-25 18:17:00,2012-01-25 21:20:00,11,0,0,2,4,8,10,11,11,11,11,11,11
3419,Case41,Turning & Milling,ID3846,2012-01-25 19:21:00,2012-01-25 22:55:00,13,3,1,2,5,10,11,13,13,13,13,13,13
3420,Case41,Turning & Milling,ID4641,2012-01-26 02:50:00,2012-01-26 07:04:00,18,4,0,1,5,11,12,18,18,18,18,18,18
3421,Case41,Grinding Rework,ID0998,2012-01-27 17:00:00,2012-01-27 17:30:00,30,2,0,3,8,16,20,30,18,30,30,30,30
3422,Case41,Turning & Milling Q.C.,ID4493,2012-01-29 14:20:00,2012-01-29 15:35:00,33,9,0,1,9,15,21,33,11,33,33,33,33
3423,Case41,Laser Marking,ID0998,2012-02-06 17:21:00,2012-02-06 17:41:00,66,21,0,3,4,22,40,65,24,34,60,66,66
